Ticker,Date,Open,High,Low,Close,Volume,AVR,CAR_10,Vol_Spike,Return_Z,Candle_Direction,Body_Size,Upper_Shadow,Lower_Shadow,Price_Momentum_5,Volume_Surge,IF_Flag_Enhanced,IF_Score_Enhanced,Signal_Quality,RF_Prediction,RF_Probability_Buy,RF_Probability_Sell,Final_Signal
AARTIDRUGS,2016-06-27,107.61,110.01,107.17,108.8,38240,1.0,,0,,1,0.011058,0.011121,0.004044,,1.0,0,0.1889,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-06-28,108.8,111.01,108.49,108.88,31124,0.8974,-0.00336,0,,1,0.000735,0.019563,0.002847,,0.8974,0,0.1724,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-06-29,108.6,113.9,108.6,112.32,51072,1.2722,0.018865,0,0.7071,1,0.034254,0.014067,0.0,,1.2722,0,0.1645,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-06-30,112.41,115.39,112.41,114.41,74588,1.5298,0.027265,0,0.1051,1,0.017792,0.008566,0.0,,1.5298,0,0.1758,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-01,112.11,116.51,112.11,114.34,37148,0.8,0.021754,0,-0.8563,1,0.019891,0.018978,0.0,,0.8,0,0.1563,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-04,114.66,116.07,114.43,114.95,45844,0.9894,0.022004,0,-0.4222,1,0.002529,0.009743,0.002001,,0.956,0,0.1803,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-05,115.28,115.94,113.45,115.67,25824,0.5949,0.032419,0,-0.3261,1,0.003383,0.002334,0.015821,,0.5507,0,0.1625,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-07,115.67,116.32,113.81,114.18,24484,0.5966,0.019304,0,-1.386,-1,0.012881,0.005693,0.00324,,0.5889,0,0.198,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-08,116.58,116.6,114.19,116.06,25072,0.6385,0.037532,0,0.6042,-1,0.00446,0.000172,0.016112,,0.7916,0,0.1852,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-11,116.82,127.32,116.36,121.08,368476,5.1045,0.0634,0,1.7971,1,0.036466,0.051536,0.003799,,3.7623,0,0.0,0,0,0.0,0.0,NO_SIGNAL
AARTIDRUGS,2016-07-12,122.13,122.13,119.29,119.71,36940,0.5355,0.045808,0,-1.1733,-1,0.019815,0.0,0.003508,,0.3842,0,0.1883,0,0,0.0,0.0,NO_SIGNAL
