Ticker,Date,Open,High,Low,Close,Volume,AVR,CAR_10,Vol_Spike,Return_Z,Candle_Direction,Body_Size,Upper_Shadow,Lower_Shadow,Price_Momentum_5,Volume_Surge,IF_Flag_Enhanced,IF_Score_Enhanced,Signal_Quality,RF_Prediction,RF_Probability_Buy,RF_Probability_Sell,Final_Signal
DATAPATTNS,2021-12-24,846.74,854.6,735.76,746.79,13492548,1.0,,0,,-1,0.118041,0.010525,0.01477,,1.0,0,0.0534,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2021-12-27,730.47,733.63,694.71,698.07,2137929,0.2736,-0.070091,0,,-1,0.044355,0.004527,0.004813,,0.2736,0,0.1404,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2021-12-28,698.07,739.86,694.37,726.61,1586404,0.2764,-0.03781,0,0.7071,1,0.040884,0.018235,0.005092,,0.2764,0,0.1326,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2021-12-29,739.86,815.04,732.15,778.69,5408945,0.9562,0.035005,0,0.7783,1,0.052483,0.046681,0.009901,,0.9562,0,0.0938,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2021-12-30,783.83,805.15,763.65,769.84,1904086,0.3881,0.024201,0,-0.3381,-1,0.017848,0.027694,0.008041,,0.3881,0,0.1695,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2021-12-31,775.23,784.42,747.88,751.64,980471,0.2306,-0.008165,0,-0.4822,-1,0.03043,0.012227,0.005002,,0.4079,0,0.1748,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-03,755.69,774.39,749.41,765.14,773259,0.2059,-0.005857,0,0.2645,1,0.012505,0.012089,0.008208,,0.3629,0,0.1625,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-04,770.03,775.32,745.06,750.1,448706,0.1343,-0.035701,0,-0.4649,-1,0.025882,0.007052,0.006719,,0.2358,0,0.169,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-05,751.73,780.42,732.45,763.95,953044,0.3098,-0.023977,0,0.3482,1,0.016256,0.021559,0.025237,,0.9418,0,0.141,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-06,751.68,765.58,749.95,753.07,276248,0.0988,-0.028214,0,-0.3945,1,0.001849,0.016612,0.002297,,0.4025,0,0.1362,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-07,758.36,760.64,731.21,732.59,425068,0.1647,-0.059173,0,-0.6646,-1,0.033981,0.003112,0.001884,,0.7389,0,0.173,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-10,738.78,766.47,733.88,751.34,561329,0.2327,0.025812,0,0.6431,1,0.017001,0.020137,0.006522,,1.0534,0,0.1719,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-11,750.75,773.99,740.61,755.0,564979,0.2489,-0.004511,0,0.0929,1,0.005661,0.025152,0.01343,,1.0159,0,0.1612,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-12,761.63,768.15,741.84,745.75,232552,0.1095,-0.098251,0,-0.3645,-1,0.02085,0.008743,0.005243,,0.5644,0,0.1869,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-13,751.73,751.73,735.36,737.89,189888,0.0951,-0.100483,0,-0.3037,-1,0.018411,0.0,0.003429,,0.481,0,0.1702,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-14,739.86,756.09,727.06,730.57,322468,0.1705,-0.077925,0,-0.2754,-1,0.012556,0.022216,0.004804,,0.8617,0,0.1771,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-17,741.84,824.93,734.38,805.54,2841269,1.4593,0.019518,0,2.387,1,0.085868,0.024071,0.009261,,3.4223,0,0.0014,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-18,812.71,815.53,764.15,771.57,823370,0.4369,0.017846,0,-1.0928,-1,0.050621,0.003655,0.009617,,0.9336,0,0.1584,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-19,771.52,803.47,748.17,786.45,812554,0.4445,0.035049,0,0.3915,1,0.019351,0.021642,0.02969,,0.8143,0,0.1248,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-20,783.39,797.23,767.07,774.83,381920,0.2175,0.034623,0,-0.4454,-1,0.010927,0.017862,0.010015,,0.3685,0,0.1782,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-21,775.47,795.26,740.46,750.5,529262,0.3118,0.042058,0,-0.833,-1,0.0322,0.026369,0.013378,0.022312,0.4911,0,0.151,0,0,0.0,0.0,NO_SIGNAL
DATAPATTNS,2022-01-24,746.79,756.68,698.32,712.61,471275,0.2871,0.003246,0,-1.2408,-1,0.045769,0.013879,0.020053,-0.136192,0.7807,0,0.146,0,0,0.0,0.0,NO_SIGNAL
