Ticker,Date,Close,Signal_Label,RF_Final_Signal,RF_Quality_Score,Trigger_Candle_Dir,Trigger_Body_Pct,Trigger_Volume_Surge,Trigger_Candle_Score,Baseline_AVR_EMA,Signal_Quality
POONAWALLA,2020-05-08,15.03,SELL,LOW_QUALITY_SELL,0.0,-1,0.049937,1.6484,0.91,2.2112040706237797,0
POONAWALLA,2020-05-28,13.0,SELL,LOW_QUALITY_SELL,0.0,-1,0.015152,2.1533,0.6425,2.7573442409971665,0
POONAWALLA,2020-06-03,14.39,SELL,LOW_QUALITY_SELL,0.0,-1,0.055154,3.7233,0.7797,3.461969566338057,0
POONAWALLA,2020-06-12,18.29,BUY,HIGH_QUALITY_BUY,1.0,1,0.036261,3.8799,0.91,4.650388763779534,1
POONAWALLA,2020-06-25,28.13,BUY,HIGH_QUALITY_BUY,1.0,1,0.01589,3.4283,0.8381,3.9465653001442935,1
POONAWALLA,2020-08-03,26.65,BUY,HIGH_QUALITY_BUY,1.0,1,0.04674,1.6914,0.8866,2.434251519041213,1
POONAWALLA,2020-08-06,30.75,BUY,HIGH_QUALITY_BUY,1.0,1,0.012846,1.87,0.7848,2.635787643786166,1
POONAWALLA,2020-08-19,33.92,BUY,HIGH_QUALITY_BUY,1.0,1,0.081978,2.6577,0.8732,2.093230765911497,1
POONAWALLA,2020-08-20,36.39,BUY,HIGH_QUALITY_BUY,1.0,1,0.105071,2.1735,0.6902,2.17240878820564,1
POONAWALLA,2020-08-27,39.8,BUY,HIGH_QUALITY_BUY,1.0,1,0.039979,1.8563,0.66,2.1270747309792775,1
POONAWALLA,2021-02-25,111.49,BUY,HIGH_QUALITY_BUY,1.0,1,0.073774,1.7452,0.91,2.2543171597765075,1
POONAWALLA,2021-11-16,199.55,BUY,HIGH_QUALITY_BUY,1.0,1,0.029564,2.6873,0.8386,3.6436662019504698,0
POONAWALLA,2021-12-03,203.46,BUY,HIGH_QUALITY_BUY,1.0,1,0.049737,2.1362,0.8584,3.6055965922026223,0
POONAWALLA,2021-12-14,215.92,BUY,HIGH_QUALITY_BUY,1.0,1,0.035339,1.6396,0.66,3.0520180580144123,0
POONAWALLA,2022-01-07,259.48,BUY,HIGH_QUALITY_BUY,1.0,1,0.045405,1.6903,0.66,2.4205233201676615,0
POONAWALLA,2024-10-30,376.0,BUY,HIGH_QUALITY_BUY,1.0,1,0.117385,1.9635,0.8103,2.1324118798744105,0
