Ticker,Date,Close,Signal_Label,RF_Final_Signal,RF_Quality_Score,Trigger_Candle_Dir,Trigger_Body_Pct,Trigger_Volume_Surge,Trigger_Candle_Score,Baseline_AVR_EMA,Signal_Quality
GENUSPOWER,2017-09-18,48.12,BUY,HIGH_QUALITY_BUY,0.7433,1,0.04586,2.5048,0.6892,3.278683187495295,0
GENUSPOWER,2017-09-20,50.42,BUY,HIGH_QUALITY_BUY,0.85,1,0.023756,5.0786,0.66,3.139573765727441,0
GENUSPOWER,2017-09-21,51.83,BUY,HIGH_QUALITY_BUY,0.8567,1,0.018471,1.976,0.6332,3.727947692801018,0
GENUSPOWER,2017-09-29,53.23,BUY,HIGH_QUALITY_BUY,0.8633,1,0.052809,3.299,0.66,3.701107083354525,0
GENUSPOWER,2017-10-09,60.36,BUY,HIGH_QUALITY_BUY,0.9233,1,0.128857,6.3265,0.7153,3.82286846754942,0
GENUSPOWER,2017-10-17,57.64,BUY,HIGH_QUALITY_BUY,0.93,1,0.015683,2.2483,0.5845,4.307969695436993,0
GENUSPOWER,2017-11-02,62.15,BUY,HIGH_QUALITY_BUY,0.8233,1,0.066953,2.8006,0.66,2.9517338716663537,0
GENUSPOWER,2017-11-13,51.92,SELL,HIGH_QUALITY_SELL,1.0,-1,0.079759,2.1071,0.8546,2.421699862319765,-1
GENUSPOWER,2020-06-25,23.49,BUY,HIGH_QUALITY_BUY,0.9533,1,0.036628,4.3716,0.7025,2.1326858792934975,1
GENUSPOWER,2020-07-06,24.46,BUY,HIGH_QUALITY_BUY,0.9167,1,0.061171,3.0806,0.8078,2.4641437365037477,1
GENUSPOWER,2020-07-07,25.82,BUY,HIGH_QUALITY_BUY,0.9533,1,0.04704,2.0476,0.66,2.760310999693867,1
GENUSPOWER,2020-07-20,23.63,SELL,HIGH_QUALITY_SELL,0.6033,-1,0.020315,2.146,0.8259,2.08519821975274,0
GENUSPOWER,2021-03-09,51.43,BUY,HIGH_QUALITY_BUY,0.9167,1,0.142127,8.5231,0.66,2.0753855179038765,0
GENUSPOWER,2021-07-29,72.6,BUY,HIGH_QUALITY_BUY,0.92,1,0.046562,8.0117,0.66,2.3823028944012306,0
GENUSPOWER,2021-08-11,55.29,SELL,HIGH_QUALITY_SELL,0.7933,-1,0.033392,1.6619,0.66,2.21914429352556,0
GENUSPOWER,2022-04-18,98.25,BUY,HIGH_QUALITY_BUY,0.9133,1,0.143239,2.7569,0.66,2.138131653507478,0
GENUSPOWER,2022-04-29,101.95,BUY,HIGH_QUALITY_BUY,0.8467,1,0.019704,1.8034,0.6548,2.8044799136800544,0
GENUSPOWER,2023-06-14,106.66,BUY,HIGH_QUALITY_BUY,0.94,1,0.036037,1.74,0.66,2.2876978749239045,1
GENUSPOWER,2023-06-26,113.48,BUY,HIGH_QUALITY_BUY,0.8467,1,0.043686,1.7474,0.834,2.581985161579637,1
GENUSPOWER,2023-06-30,124.99,BUY,HIGH_QUALITY_BUY,0.9267,1,0.081696,3.3892,0.746,2.8121270082361223,1
GENUSPOWER,2023-07-05,167.1,BUY,HIGH_QUALITY_BUY,0.8367,1,0.097681,5.3382,0.91,4.642062082873508,1
GENUSPOWER,2023-08-08,189.2,BUY,HIGH_QUALITY_BUY,0.8833,1,0.049362,3.7753,0.66,2.156844911571009,1
GENUSPOWER,2023-08-11,206.59,BUY,HIGH_QUALITY_BUY,0.8267,1,0.019493,2.6705,0.9011,2.2146591565128553,0
GENUSPOWER,2023-08-14,218.31,BUY,HIGH_QUALITY_BUY,0.92,1,0.027196,2.0069,0.66,2.454758284464012,0
