Ticker,Date,Close,Signal_Label,RF_Final_Signal,RF_Quality_Score,Trigger_Candle_Dir,Trigger_Body_Pct,Trigger_Volume_Surge,Trigger_Candle_Score,Baseline_AVR_EMA,Signal_Quality
RITES,2022-10-03,149.27,BUY,BUY_UNSCORED,0.0,1,0.021837,3.2096,0.66,2.8514243479262604,0
RITES,2022-10-07,161.22,BUY,BUY_UNSCORED,0.0,1,0.043428,2.5562,0.66,4.373463405941715,0
RITES,2022-10-13,168.37,BUY,BUY_UNSCORED,0.0,1,0.099595,2.7553,0.6962,5.476770974674803,0
RITES,2022-11-03,181.36,BUY,BUY_UNSCORED,0.0,1,0.095434,6.4941,0.6874,4.111998274324771,0
RITES,2022-11-24,176.41,BUY,BUY_UNSCORED,0.0,1,0.0173,2.8805,0.6127,3.68889034881722,0
RITES,2023-07-24,221.52,BUY,BUY_UNSCORED,0.0,1,0.058284,2.2688,0.66,2.5544744635746457,1
RITES,2023-09-08,254.88,BUY,BUY_UNSCORED,0.0,1,0.074944,3.566,0.66,2.361605288092333,0
RITES,2024-01-25,321.73,BUY,BUY_UNSCORED,0.0,1,0.179578,6.2284,0.7577,2.3244696621884025,0
RITES,2024-01-29,339.02,BUY,BUY_UNSCORED,0.0,1,0.053348,1.745,0.66,4.137872551503793,0
RITES,2024-02-26,367.7,BUY,BUY_UNSCORED,0.0,1,0.014009,2.6026,0.5552,2.813656628952639,0
RITES,2024-02-27,375.21,BUY,BUY_UNSCORED,0.0,1,0.015976,1.9711,0.5896,2.8710512357190545,0
