Ticker,Date,Close,Signal_Label,RF_Final_Signal,RF_Quality_Score,Trigger_Candle_Dir,Trigger_Body_Pct,Trigger_Volume_Surge,Trigger_Candle_Score,Baseline_AVR_EMA,Signal_Quality
AARTIDRUGS,2016-10-18,158.39,BUY,HIGH_QUALITY_BUY,1.0,1,0.008789,1.6461,0.6302,2.1252197628321925,0
AARTIDRUGS,2018-01-04,180.56,BUY,HIGH_QUALITY_BUY,1.0,1,0.034076,2.3244,0.66,3.5104631042556607,0
AARTIDRUGS,2018-09-14,156.48,BUY,HIGH_QUALITY_BUY,1.0,1,0.023213,1.8476,0.66,2.4564223547991126,0
AARTIDRUGS,2020-05-07,186.85,BUY,HIGH_QUALITY_BUY,1.0,1,0.04807,3.7591,0.7642,2.430850287833218,1
AARTIDRUGS,2020-05-14,205.18,BUY,HIGH_QUALITY_BUY,1.0,1,0.109201,6.4251,0.6943,2.834524327006983,1
AARTIDRUGS,2020-05-28,230.05,BUY,HIGH_QUALITY_BUY,1.0,1,0.064652,1.7933,0.7209,5.861740604045286,1
AARTIDRUGS,2020-05-29,238.74,BUY,HIGH_QUALITY_BUY,1.0,1,0.026662,1.9617,0.66,6.083993879850496,1
AARTIDRUGS,2020-06-16,246.37,BUY,HIGH_QUALITY_BUY,1.0,1,0.02118,4.8336,0.7456,4.001196133793214,1
AARTIDRUGS,2020-06-17,258.79,BUY,HIGH_QUALITY_BUY,1.0,1,0.014306,2.0226,0.5604,4.736348882955765,1
AARTIDRUGS,2020-07-15,348.56,BUY,HIGH_QUALITY_BUY,1.0,1,0.047576,2.6743,0.66,2.0036415800055267,1
AARTIDRUGS,2020-08-05,462.06,BUY,HIGH_QUALITY_BUY,1.0,1,0.076937,2.7205,0.7617,2.452659556418612,1
AARTIDRUGS,2020-08-06,544.83,BUY,HIGH_QUALITY_BUY,1.0,1,0.161635,2.9537,0.6891,2.750120551045411,0
AARTIDRUGS,2020-08-07,578.65,BUY,HIGH_QUALITY_BUY,1.0,1,0.024558,3.2198,0.66,3.362775736660134,0
AARTIDRUGS,2020-08-17,569.09,BUY,HIGH_QUALITY_BUY,1.0,1,0.077924,3.4218,0.66,3.997463857970213,0
AARTIDRUGS,2020-08-20,699.56,BUY,HIGH_QUALITY_BUY,1.0,1,0.179657,5.2166,0.719,4.442207126856462,0
AARTIDRUGS,2020-08-21,769.51,BUY,HIGH_QUALITY_BUY,1.0,1,0.051602,1.6196,0.91,6.033520733822513,0
AARTIDRUGS,2023-03-21,379.13,BUY,HIGH_QUALITY_BUY,1.0,1,0.014992,6.2354,0.5724,4.23413013445543,1
AARTIDRUGS,2023-03-24,382.89,BUY,HIGH_QUALITY_BUY,1.0,1,0.030937,2.6182,0.66,8.950637792055913,1
AARTIDRUGS,2023-04-10,404.83,BUY,HIGH_QUALITY_BUY,1.0,1,0.075246,2.0443,0.66,8.53723024580646,0
AARTIDRUGS,2023-05-02,453.41,BUY,HIGH_QUALITY_BUY,1.0,1,0.062173,22.344,0.66,3.626209511661959,0
AARTIDRUGS,2023-05-12,457.77,BUY,HIGH_QUALITY_BUY,1.0,1,0.026321,3.075,0.66,2.9327255302626436,0
AARTIDRUGS,2025-07-21,542.14,BUY,HIGH_QUALITY_BUY,1.0,1,0.038185,2.4626,0.66,2.872452139585667,0
